Fecha_Proceso;Operacion;Documento;Correlativo;Serie;Seriado;Emisor;Fecha_Compra;Fecha_Emision;Fecha_Vcto;Duration;Plazo;Plazo_Residual;Nominal;Moneda;Tir;Tasa_Mercado;Tasa_Emision;Tera_Emision;Valor_Compra;Interes;Reajuste;Valor_Presente;Valor_Mercado;Ajuste_Mercado;Interes_Diario;Reajuste_Diario;Valor_Presente_Prox;Valor_Compra_UM;Interes_UM;Valor_Presente_UM;Valor_Mercado_UM;Ajuste_Mercado_UM;Interes_Diario_UM;Valor_Presente_Prox_UM;Valor_Compra_Par;Interes_Par;Reajuste_Par;Valor_Presente_Par;Interes_Diario_Par;Reajuste_Diario_Par;Valor_Presente_Prox_Par;Prima;Descuento;Prima_Diario;Descuento_Diario;Grupo;Nivel_Libro;Libro;Posicion;Evento;Cartera_Normativa;Instrumento;Sub_Instrumento;Tipo_Letra;Rut_Emisor;Codigo_Emisor;Tipo_Emisor;Codigo_Instrumento;Codigo_Moneda;Codigo_Libro;Codigo_Cartera_Normativa;Periodo_Cupon;Ultimo_Cupon;Fecha_Ultimo_Cupon;Nominal_Residual;Cupones_Cortados;Marca_VI;Marca_GTA;Pago;Fecha_Devengo;Fecha_Prx_Cupon;Fecha_Valuta;Plaza_1;Plaza_1_Glosa;Plaza_2;Plaza_2_Glosa;Plaza_3;Plaza_3_Glosa;Forma_de_Pago;Forma_de_Pago_Glosa;Dv01_Clp;Dv01_Um;fecha;codigo_instrumento;interes_Lir_UM;interes_Mes_Lir_UM;Retencion_Lir_UM;Retencion_Lir;Retencion_Mes_Lir_UM;Retencion_Mes_Lir;Grupo_Especial;Linea_1;Linea_Glosa_1;Grupo_1;Grupo_Factor_1;Plazo_Pacto_1;Plazo_Instrumento_1;Monto_Linea_1;Monto_Linea_Clp_1;Factor_1;Rut_1;Codigo_1;Nombre_1;Error_1;Error_Glosa_1;Linea_2;Linea_Glosa_2;Grupo_2;Grupo_Factor_2;Plazo_Pacto_2;Plazo_Instrumento_2;Monto_Linea_2;Monto_Linea_Clp_2;Factor_2;Rut_2;Codigo_2;Nombre_2;Error_2;Error_Glosa_2
31-08-2020;91706;91706;1;EST5530315  ;S;EST     ;15-04-2016;01-03-2015;01-03-2023;1,2538;2.922;912;5.260,00;CLF       ;2,3;-0,19;3;3,0014;51.002.049;319.734,00;5.571.185,00;56892968;58669818;1.776.850,00;0;0;0;1972,6077;11,1461;1983,7538;2045,7093;61,9555;0;0;0;0;0;0;0;0;0;0;0;0;0;UF-02-X        ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;DIS;LCHR           ;TERCERO        ;VI             ;97030000;01-01-1900;01-01-1900;20-01-1900;998;23;2;3;24;45261;1437,032;0;NO        ;NO        ;H         ;44074;44075;44075;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-7333;-0,2557;N4;20;0;0;0;0;0;0;                                                 ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;56892968;56892968;100;97030000;1; BANCO DEL ESTADO DE CHILE                                              ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;73075,55;56892968;100;97030000;1;BANCO DEL ESTADO DE CHILE                                             ;N;                                                 
31-08-2020;91706;91706;2;EST5530415  ;S;EST     ;15-04-2016;01-04-2015;01-04-2023;1,337;2.922;943;8.200,00;CLF       ;2,3;-0,17;3;3,0014;79.508.892;332.610,00;8.685.289,00;88526791;91456632;2.929.841,00;0;0;0;3075,1678;11,5996;3086,7674;3188,9256;102,1582;0;0;0;0;0;0;0;0;0;0;0;0;0;UF-02-X        ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;DIS;LCHR           ;TERCERO        ;VI             ;97030000;01-01-1900;01-01-1900;20-01-1900;998;23;2;3;24;44136;2240,24;0;NO        ;NO        ;H         ;44074;44105;44105;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-12281;-0,4282;N4;20;0;0;0;0;0;0;                                                 ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;88526791;88526791;100;97030000;1; BANCO DEL ESTADO DE CHILE                                              ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;113707,26;88526791;100;97030000;1;BANCO DEL ESTADO DE CHILE                                             ;N;                                                 
31-08-2020;91706;91706;3;EST5530515  ;S;EST     ;15-04-2016;01-05-2015;01-05-2023;1,4202;2.922;973;12.490,00;CLF       ;2,3;-0,16;3;3,0014;121.105.621;254.691,00;13.229.186,00;134589498;139294399;4.704.901,00;0;0;0;4684,0056;8,8842;4692,8898;4856,9411;164,0513;0;0;0;0;0;0;0;0;0;0;0;0;0;UF-02-X        ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;DIS;LCHR           ;TERCERO        ;VI             ;97030000;01-01-1900;01-01-1900;20-01-1900;998;23;2;3;24;45261;3412,268;0;NO        ;NO        ;H         ;44074;44136;44137;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-18660;-0,6506;N4;20;0;0;0;0;0;0;                                                 ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;134589498;134589498;100;97030000;1; BANCO DEL ESTADO DE CHILE                                              ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;172872;134589498;100;97030000;1;BANCO DEL ESTADO DE CHILE                                             ;N;                                                 
31-08-2020;91706;91706;4;EST5530615  ;S;EST     ;15-04-2016;01-06-2015;01-06-2023;1,3788;2.922;1.004;4.650,00;CLF       ;2,3;-0,16;3;3,0014;49.036.565;313.727,00;5.356.482,00;54706774;56560137;1.853.363,00;0;0;0;1896,5886;10,9366;1907,5252;1972,1486;64,6234;0;0;0;0;0;0;0;0;0;0;0;0;0;UF-02-X        ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;DIS;LCHR           ;TERCERO        ;VI             ;97030000;01-01-1900;01-01-1900;20-01-1900;998;23;2;3;24;44136;1270,38;0;NO        ;NO        ;H         ;44074;44075;44075;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-7587;-0,2645;N4;20;0;0;0;0;0;0;                                                 ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;54706774;54706774;100;97030000;1; BANCO DEL ESTADO DE CHILE                                              ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;70267,52;54706774;100;97030000;1;BANCO DEL ESTADO DE CHILE                                             ;N;                                                 
31-08-2020;91706;91706;5;EST5530715  ;S;EST     ;15-04-2016;01-07-2015;01-07-2023;1,462;2.922;1.034;2.310,00;CLF       ;2,3;-0,15;3;3,0014;24.360.099;102.331,00;2.661.019,00;27123449;28098281;974.832,00;0;0;0;942,1763;3,5688;945,7451;979,7357;33,9906;0;0;0;0;0;0;0;0;0;0;0;0;0;UF-02-X        ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;DIS;LCHR           ;TERCERO        ;VI             ;97030000;01-01-1900;01-01-1900;20-01-1900;998;23;2;3;24;45261;631,092;0;NO        ;NO        ;H         ;44074;44105;44105;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-4028;-0,1404;N4;20;0;0;0;0;0;0;                                                 ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;27123449;27123449;100;97030000;1; BANCO DEL ESTADO DE CHILE                                              ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;34838,42;27123449;100;97030000;1;BANCO DEL ESTADO DE CHILE                                             ;N;                                                 
31-08-2020;91706;91706;6;EST5530815  ;S;EST     ;15-04-2016;01-08-2015;01-08-2023;1,5452;2.922;1.065;5.240,00;CLF       ;2,3;-0,13;3;3,0014;55.258.407;117.150,00;6.036.251,00;61411808;63727054;2.315.246,00;0;0;0;2137,231;4,0865;2141,3175;2222,0459;80,7284;0;0;0;0;0;0;0;0;0;0;0;0;0;UF-02-X        ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;DIS;LCHR           ;TERCERO        ;VI             ;97030000;01-01-1900;01-01-1900;20-01-1900;998;23;2;3;24;44136;1431,568;0;NO        ;NO        ;H         ;44074;44136;44137;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-9723;-0,339;N4;20;0;0;0;0;0;0;                                                 ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;61411808;61411808;100;97030000;1; BANCO DEL ESTADO DE CHILE                                              ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;78879,72;61411808;100;97030000;1;BANCO DEL ESTADO DE CHILE                                             ;N;                                                 
31-08-2020;91706;91706;7;EST5531015  ;S;EST     ;15-04-2016;01-10-2015;01-10-2023;1,587;2.922;1.126;6610;CLF       ;2,3;-0,12;3;3,0014;75.291.137;320.352,00;8.224.555,00;83836044;87062421;3.226.377,00;0;0;0;2912,0376;11,172;2923,2096;3035,7075;112,4979;0;0;0;0;0;0;0;0;0;0;0;0;0;UF-02-X        ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;DIS;LCHR           ;TERCERO        ;VI             ;97030000;01-01-1900;01-01-1900;20-01-1900;998;23;2;3;24;45261;1805,852;0;NO        ;NO        ;H         ;44074;44105;44105;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-13270;-0,4627;N4;20;0;0;0;0;0;0;                                                 ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;83836044;83836044;100;97030000;1; BANCO DEL ESTADO DE CHILE                                              ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;107682,29;83836044;100;97030000;1;BANCO DEL ESTADO DE CHILE                                             ;N;                                                 
31-08-2020;91706;91706;9;EST5531115  ;S;EST     ;15-04-2016;01-11-2015;01-11-2023;1,6702;2.922;1.157;4.100,00;CLF       ;2,3;-0,1;3;3,0014;46.701.010;101.495,00;5.101.472,00;51903977;53992658;2.088.681,00;0;0;0;1806,2563;3,5405;1809,7968;1882,6253;72,8285;0;0;0;0;0;0;0;0;0;0;0;0;0;UF-02-X        ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;DIS;LCHR           ;TERCERO        ;VI             ;97030000;01-01-1900;01-01-1900;20-01-1900;998;23;2;3;24;44105;1120,12;0;NO        ;NO        ;H         ;44074;44136;44137;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-9237;-0,3221;N4;20;0;0;0;0;0;0;                                                 ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;51903977;51903977;100;97030000;1; BANCO DEL ESTADO DE CHILE                                              ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;66667,49;51903977;100;97030000;1;BANCO DEL ESTADO DE CHILE                                             ;N;                                                 
31-08-2020;91706;91706;10;EST5531215  ;S;EST     ;15-04-2016;01-12-2015;01-12-2023;1,6227;2.922;1.187;6420;CLF       ;2,3;0,49;3;3,0014;78.527.496;490.719,00;8.577.917,00;87596132;90160513;2.564.381,00;0;0;0;3.037,21;17,11;3.054,32;3.143,73;89,4153;0;0;0;0;0;0;0;0;0;0;0;0;0;UF-02-X        ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;DIS;LCHR           ;TERCERO        ;VI             ;97030000;01-01-1900;01-01-1900;20-01-1900;998;23;2;3;24;45261;1753,944;0;NO        ;NO        ;H         ;44074;44075;44075;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-14728;-0,5135;N4;20;0;0;0;0;0;0;                                                 ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;87596132;87596132;100;97030000;1; BANCO DEL ESTADO DE CHILE                                              ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;112511,89;87596132;100;97030000;1;BANCO DEL ESTADO DE CHILE                                             ;N;                                                 
31-08-2020;91707;91707;1;EST5530714  ;S;EST     ;15-04-2016;01-07-2014;01-07-2022;0,9615;2.922;669;600;CLF       ;2,3;-0,22;3;3,0014;4.269.865;18.391,00;466.424,00;4754680;4869946;115.266,00;0;0;0;165,15;0,64;165,79;169,81;4,0191;0;0;0;0;0;0;0;0;0;0;0;0;0;UF-02-X        ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;DIS;LCHR           ;TERCERO        ;VI             ;97030000;01-01-1900;01-01-1900;20-01-1900;998;23;2;3;24;44105;163,92;0;NO        ;NO        ;H         ;44074;44105;44105;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-472;-0,0165;N4;20;0;0;0;0;0;0;                                                 ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;4754680;4754680;100;97030000;1; BANCO DEL ESTADO DE CHILE                                              ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;6107,1;4754680;100;97030000;1;BANCO DEL ESTADO DE CHILE                                             ;N;                                                 
31-08-2020;91707;91707;2;EST5530814  ;S;EST     ;15-04-2016;01-08-2014;01-08-2022;1,0448;2.922;700;6410;CLF       ;2,3;-0,21;3;3,0014;45.608.407;96.606,00;4.990.977,00;50695990;52030095;1.334.105,00;0;0;0;1.764,31;3,37;1.767,68;1.814,19;46,5178;0;0;0;0;0;0;0;0;0;0;0;0;0;UF-02-X        ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;DIS;LCHR           ;TERCERO        ;VI             ;97030000;01-01-1900;01-01-1900;20-01-1900;998;23;2;3;24;45261;1751,212;0;NO        ;NO        ;H         ;44074;44136;44137;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-5538;-0,1931;N4;20;0;0;0;0;0;0;                                                 ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;50695990;50695990;100;97030000;1; BANCO DEL ESTADO DE CHILE                                              ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;65115,91;50695990;100;97030000;1;BANCO DEL ESTADO DE CHILE                                             ;N;                                                 
31-08-2020;91707;91707;3;EST5530914  ;S;EST     ;15-04-2016;01-09-2014;01-09-2022;1,0034;2.922;731;550;CLF       ;2,3;-0,22;3;3,0014;4.389.532;27.814,00;479.487,00;4896833;5020857;124.024,00;0;0;0;169,77;0,97;170,74;175,07;4,3245;0;0;0;0;0;0;0;0;0;0;0;0;0;UF-02-X        ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;DIS;LCHR           ;TERCERO        ;VI             ;97030000;01-01-1900;01-01-1900;20-01-1900;998;23;2;3;24;44105;150,26;0;NO        ;NO        ;H         ;44074;44075;44075;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-486;-0,017;N4;20;0;0;0;0;0;0;                                                 ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;4896833;4896833;100;97030000;1; BANCO DEL ESTADO DE CHILE                                              ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;6289,68;4896833;100;97030000;1;BANCO DEL ESTADO DE CHILE                                             ;N;                                                 
31-08-2020;91707;91707;4;EST5531014  ;S;EST     ;15-04-2016;01-10-2014;01-10-2022;1,0867;2.922;761;4220;CLF       ;2,3;-0,21;3;3,0014;33.679.651;143.211,00;3.679.049,00;37501911;38525639;1.023.728,00;0;0;0;1.302,63;4,99;1.307,62;1.343,32;35,6955;0;0;0;0;0;0;0;0;0;0;0;0;0;UF-02-X        ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;DIS;LCHR           ;TERCERO        ;VI             ;97030000;01-01-1900;01-01-1900;20-01-1900;998;23;2;3;24;45261;1152,904;0;NO        ;NO        ;H         ;44074;44105;44105;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-4095;-0,1428;N4;20;0;0;0;0;0;0;                                                 ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;37501911;37501911;100;97030000;1; BANCO DEL ESTADO DE CHILE                                              ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;48168,92;37501911;100;97030000;1;BANCO DEL ESTADO DE CHILE                                             ;N;                                                 
31-08-2020;91707;91707;5;EST5531114  ;S;EST     ;15-04-2016;01-11-2014;01-11-2022;1,17;2.922;792;6600;CLF       ;2,3;-0,2;3;3,0014;52.681.435;114.451,00;5.746.876,00;58542762;60256066;1.713.304,00;0;0;0;2.037,29;3,99;2.041,28;2.101,02;59,7398;0;0;0;0;0;0;0;0;0;0;0;0;0;UF-02-X        ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;DIS;LCHR           ;TERCERO        ;VI             ;97030000;01-01-1900;01-01-1900;20-01-1900;998;23;2;3;24;44105;1803,12;0;NO        ;NO        ;H         ;44074;44136;44137;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-6969;-0,243;N4;20;0;0;0;0;0;0;                                                 ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;58542762;58542762;100;97030000;1; BANCO DEL ESTADO DE CHILE                                              ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;75194,61;58542762;100;97030000;1;BANCO DEL ESTADO DE CHILE                                             ;N;                                                 
31-08-2020;91707;91707;6;EST5531214  ;S;EST     ;15-04-2016;01-12-2014;01-12-2022;1,1286;2.922;822;10430;CLF       ;2,3;-0,21;3;3,0014;92.210.524;580.524,00;10.072.569,00;102863617;105783328;2.919.711,00;0;0;0;3.566,43;20,24;3.586,67;3.688,47;101,805;0;0;0;0;0;0;0;0;0;0;0;0;0;UF-02-X        ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;DIS;LCHR           ;TERCERO        ;VI             ;97030000;01-01-1900;01-01-1900;20-01-1900;998;23;2;3;24;45261;2849,476;0;NO        ;NO        ;H         ;44074;44075;44075;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-12251;-0,4272;N4;20;0;0;0;0;0;0;                                                 ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;102863617;102863617;100;97030000;1; BANCO DEL ESTADO DE CHILE                                              ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;132122,04;102863617;100;97030000;1;BANCO DEL ESTADO DE CHILE                                             ;N;                                                 
31-08-2020;91707;91707;7;EST5171111  ;S;EST     ;15-04-2016;01-11-2011;01-11-2023;1,6768;4.383;1.157;1750;CLF       ;2,3;-0,1;3;2,9979;14.104.050;30.498,00;1.540.684,00;15675232;16309186;633.954,00;0;0;0;545,5;1,06;546,57;568,67;22,1048;0;0;0;0;0;0;0;0;0;0;0;0;0;UF-02-X        ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;DIS;LCHR           ;TERCERO        ;VI             ;97030000;01-01-1900;01-01-1900;20-01-1900;998;23;2;3;35;45292;539,175;0;NO        ;NO        ;H         ;44074;44136;44137;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-2790;-0,0973;N4;20;0;0;0;0;0;0;                                                 ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;15675232;15675232;100;97030000;1; BANCO DEL ESTADO DE CHILE                                              ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;20133,88;15675232;100;97030000;1;BANCO DEL ESTADO DE CHILE                                             ;N;                                                 
31-08-2020;91707;91707;8;EST5171211  ;S;EST     ;15-04-2016;01-12-2011;01-12-2023;1,6353;4.383;1.187;2640;CLF       ;2,3;-0,1;3;2,9979;22.839.732;144.266,00;2.494.883,00;25478881;26481807;1.002.926,00;0;0;0;883,37;5,03;888,4;923,37;34,9702;0;0;0;0;0;0;0;0;0;0;0;0;0;UF-02-X        ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;DIS;LCHR           ;TERCERO        ;VI             ;97030000;01-01-1900;01-01-1900;20-01-1900;998;23;2;3;35;45261;813,384;0;NO        ;NO        ;H         ;44074;44075;44075;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-4284;-0,1494;N4;20;0;0;0;0;0;0;                                                 ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;25478881;25478881;100;97030000;1; BANCO DEL ESTADO DE CHILE                                              ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;32726,07;25478881;100;97030000;1;BANCO DEL ESTADO DE CHILE                                             ;N;                                                 
31-08-2020;91707;91707;9;EST5180111  ;S;EST     ;15-04-2016;01-01-2011;01-01-2023;1,2184;4.383;853;880;CLF       ;2,3;-0,2;3;2,9979;5.512.431;23.033,00;602.156,00;6137620;6325083;187.463,00;0;0;0;213,2;0,8;214,01;220,54;6,5365;0;0;0;0;0;0;0;0;0;0;0;0;0;UF-02-X        ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;DIS;LCHR           ;TERCERO        ;VI             ;97030000;01-01-1900;01-01-1900;20-01-1900;998;23;2;3;38;44013;211,2;0;NO        ;NO        ;H         ;44074;44105;44105;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-791;-0,0276;N4;20;0;0;0;0;0;0;                                                 ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;6137620;6137620;100;97030000;1; BANCO DEL ESTADO DE CHILE                                              ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;7883,4;6137620;100;97030000;1;BANCO DEL ESTADO DE CHILE                                             ;N;                                                 
31-08-2020;91707;91707;10;EST5530215  ;S;EST     ;15-04-2016;01-02-2015;01-02-2023;1,2952;2.922;884;1500;CLF       ;2,3;-0,19;3;3,0014;13.261.340;28.258,00;1.448.625,00;14738223;15214497;476.274,00;0;0;0;512,9093;0,9856;513,8949;530,5017;16,6068;0;0;0;0;0;0;0;0;0;0;0;0;0;UF-02-X        ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;DIS;LCHR           ;TERCERO        ;VI             ;97030000;01-01-1900;01-01-1900;20-01-1900;998;23;2;3;24;44013;409,8;0;NO        ;NO        ;H         ;44074;44136;44137;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-1899;-0,0662;N4;20;0;0;0;0;0;0;                                                 ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;14738223;14738223;100;97030000;1; BANCO DEL ESTADO DE CHILE                                              ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;18930,35;14738223;100;97030000;1;BANCO DEL ESTADO DE CHILE                                             ;N;                                                 
31-08-2020;92519;92519;1;EST0920104  ;S;EST     ;02-06-2016;01-01-2004;01-01-2024;1,6893;7.305;1.218;38.980,00;CLF       ;3,2;1,55;5;5,0003;263.041.033;1.516.555,00;27.130.943,00;291688531;299706000;8.017.469,00;0;0;0;10117,7569;52,889;10170,6459;10450,2004;279,5545;0;0;0;0;0;0;0;0;0;0;0;0;0;UF-02-X        ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;DIS;LCHR           ;TERCERO        ;VI             ;97030000;01-01-1900;01-01-1900;20-01-1900;998;23;2;3;66;44013;9799,572;0;NO        ;NO        ;H         ;44074;44105;44105;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;-48161;-1,6793;N4;20;0;0;0;0;0;0;                                                 ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;291688531;291688531;100;97030000;1; BANCO DEL ESTADO DE CHILE                                              ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;374656,13;291688531;100;97030000;1;BANCO DEL ESTADO DE CHILE                                             ;N;                                                 
31-08-2020;92904;92904;2;FAL50V0104  ;S;FAL     ;23-06-2016;01-01-2004;01-01-2024;1,6943;7.305;1.218;350;CLF       ;3,45;1,05;5;5,0003;2.355.022;14.635,00;238.719,00;2608376;2713690;105.314,00;0;0;0;90,439;0,5103;90,9493;94,6214;3,6721;0;0;2290798;20752;232211;2543761;0;0;0;64615;0;0;0;UF-02-X        ;FALABELLA;INVERSIONES TASAS;DIS;*                   ;S/C;LCHR           ;PROPIO         ;VI             ;96509660;01-01-1900;01-01-1900;20-01-1900;998;23;0;3;66;44743;87,99;0;NO        ;NO        ;H         ;44074;44105;44105;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;84;VARIOS ACREEDORES             ;-458;-0,016;N4;20;0;0;0;0;0;0;                                                 ;1;Normativo      ;SIN GRUPO   ;SIN FACTOR  ; - ;0;2608376;2608376;100;96509660;1; BANCO FALABELLA                                                        ;N;                                                 ;2;Interno        ;SIN GRUPO   ;SIN FACTOR  ;0;0;3350,3;2608376;100;96509660;1;BANCO FALABELLA                                                       ;N;                                                 
31-08-2020;463781;463781;1;BFAL-B0510  ;S;FAL     ;04-06-2010;15-05-2010;15-05-2035;0;9.131;5.370;2.000.000,00;CLF       ;4,02;0;3,8;3,7967;41.094.295.200;1.255.288.747,00;14.810.132.409,00;57159716356;0;0;0;0;0;1945200;47854,8304;1993054,83;0;0;0;0;42116260000;635942082;15242640000;57994842082;0;0;0;0;835125726;0;0;UF-07-X        ;FALABELLA;BONOS PASIVOS;PAS;*                   ;S/C;BONOS          ;BANCARIO       ;N/A            ;96509660;01-01-1900;01-01-1900;15-01-1900;998;30;0;6;20;43966;2000000;0;NO        ;NO        ;H         ;44074;44150;44151;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;0;0;N4;15;0;0;0;0;0;0;                                                 ;0;              ;           ;           ; - ;0;0;0;0;0;0;                                                                       ;;                                                 ;0;              ;           ;           ;0;0;0;0;0;0;0;                                                                     ;;                                                 
31-08-2020;463782;463782;1;BFAL-C0711  ;S;FAL     ;05-10-2011;31-07-2011;31-07-2032;0;7.671;4.352;1.500.000,00;CLF       ;3,9;0;3,85;3,8464;32.812.031.801;215.143.231,00;9.957.491.911,00;42984666943;0;0;0;0;0;1490100;8696,7671;1498796,767;0;0;0;0;32920845000;138121129;10098329998;43157296127;0;0;0;0;172629184;0;0;UF-10-X        ;FALABELLA;BONOS PASIVOS;PAS;*                   ;S/C;BONOS          ;BANCARIO       ;N/A            ;96509660;01-01-1900;01-01-1900;15-01-1900;998;30;0;6;18;44043;1500000;0;NO        ;NO        ;H         ;44074;44227;44228;22;SANTIAGO  ;22;SANTIAGO  ;0;N/A       ;24;LBTR HOY                      ;0;0;N4;15;0;0;0;0;0;0;                                                 ;0;              ;           ;           ; - ;0;0;0;0;0;0;                                                                       ;;                                                 ;0;              ;           ;           ;0;0;0;0;0;0;0;                                                                     ;;                                                 
